question_id,question_text,option_A,option_B,option_C,option_D,correct_answer,section,category,difficulty,language
Q_0567,What is the legal consequence under Section 3 for permitting an unlicensed driver to operate your car?,Subject only to vehicle fitness checking,A minor warning fine of ₹500,"Fine of ₹5,000 and owner prosecution",No penalty if owner is riding with them,C,Section 3,rules,medium,en
Q_0568,What does the traffic sign 'School Ahead' represent?,Warning of 'School Ahead' ahead,Exemption from 'School Ahead' rules,Information about 'School Ahead' lane,Mandatory 'School Ahead' restriction,D,Section 112,signs,hard,en
Q_0569,What should you do when approaching an intersection where the traffic signal shows a steady 'Green' light?,Proceed with speed if safe,Honk continuously to force others ahead,Stop right in the middle of the intersection,Accelerate as fast as possible to beat the light,A,Section 4,signals,hard,en
Q_0570,What is the legal consequence under Section 112 for permitting an unlicensed driver to operate your transport auto?,No penalty if owner is riding with them,"Fine of ₹5,000 and owner prosecution",A minor warning fine of ₹500,Subject only to vehicle fitness checking,B,Section 112,rules,easy,en
Q_0571,What is the regulatory action required under Section 119 for the 'First Aid Post' sign?,Strict compliance is mandatory,Applies only to heavy transport vehicles,Applies only during night time,It is only a recommendation,A,Section 4,signs,easy,en
Q_0572,"In a motor accident on a highway, if a crash victim is in state of deep physical shock, the Good Samaritan should first:",Move them around aggressively to check for broken bones,Apply direct pressure with clean sterile dressings,Try to force them to stand up and walk around,Give them hot tea or coffee to restore energy,B,Section 190(2),first_aid,hard,en
Q_0573,What is the regulatory action required under Section 119 for the 'Stop' sign?,Strict compliance is mandatory,Applies only during night time,Applies only to heavy transport vehicles,It is only a recommendation,A,Section 180,signs,medium,en
Q_0574,"While driving on Ghat Roads, what is the standard right of way rules for roundabout entry?",Wait for signal from oncoming transport,Proceed with highest speed to clear early,Honk and claim priority,Yield to the traffic coming from the right/main carriage,D,Section 134,rules,hard,en
Q_0575,What should you do when approaching an intersection where the traffic signal shows a steady 'Green' light?,Stop right in the middle of the intersection,Accelerate as fast as possible to beat the light,Honk continuously to force others ahead,Proceed with speed if safe,D,Section 184,signals,hard,en
Q_0576,"If a traffic police officer signals you to 'allow left turn only', but the automatic signal is green, what should you do?",Follow the police officer's hand signal,Take a U-turn immediately to avoid the intersection,Stop and dispute with the officer,Follow the automatic green light,A,Section 194,signals,medium,en
Q_0577,"In a motor accident on a highway, if a crash victim is in state of deep physical shock, the Good Samaritan should first:",Move them around aggressively to check for broken bones,Apply direct pressure with clean sterile dressings,Try to force them to stand up and walk around,Give them hot tea or coffee to restore energy,B,Section 180,first_aid,medium,en
Q_0578,What should you do when approaching an intersection where the traffic signal shows a steady 'Flashing Amber' light?,Stop right in the middle of the intersection,Honk continuously to force others ahead,Slow down and prepare to stop,Accelerate as fast as possible to beat the light,C,Section 129,signals,hard,en
Q_0579,"In a motor accident on a highway, if a crash victim is in state of deep physical shock, the Good Samaritan should first:",Give them hot tea or coffee to restore energy,Move them around aggressively to check for broken bones,Apply direct pressure with clean sterile dressings,Try to force them to stand up and walk around,C,Section 134,first_aid,hard,en
Q_0580,"When you see the 'U-Turn Prohibited' warning sign, you must:",Accelerate quickly to bypass the zone,Stop the vehicle completely,Reduce speed and drive cautiously,Honk the horn continuously,C,Section 185,signs,easy,en
Q_0581,What does the traffic sign 'Resting Place' represent?,Warning of 'Resting Place' ahead,Mandatory 'Resting Place' restriction,Exemption from 'Resting Place' rules,Information about 'Resting Place' lane,B,Section 185,signs,hard,en
Q_0582,"While driving on National Highways, what is the standard right of way rules for changing lanes?",Wait for signal from oncoming transport,Yield to the traffic coming from the right/main carriage,Proceed with highest speed to clear early,Honk and claim priority,B,Section 185,rules,easy,en
Q_0583,What is the regulatory action required under Section 119 for the 'First Aid Post' sign?,It is only a recommendation,Strict compliance is mandatory,Applies only during night time,Applies only to heavy transport vehicles,B,Section 115,signs,hard,en
Q_0584,"In a motor accident on a highway, if a crash victim is unconscious but breathing, the Good Samaritan should first:",Apply direct compression to bleeding or place in recovery position,Give them hot tea or coffee to restore energy,Move them around aggressively to check for broken bones,Try to force them to stand up and walk around,A,Section 184,first_aid,medium,en
Q_0585,"While driving on School Zones, what is the standard right of way rules for entering highway from service lane?",Proceed with highest speed to clear early,Wait for signal from oncoming transport,Honk and claim priority,Yield to the traffic coming from the right/main carriage,D,Section 115,rules,medium,en
Q_0586,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Take a U-turn immediately to avoid the intersection,Follow the automatic green light,Follow the police officer's hand signal,Stop and dispute with the officer,C,Section 5,signals,medium,en
Q_0587,"In a motor accident on a highway, if a crash victim is bleeding heavily from limbs, the Good Samaritan should first:",Give them hot tea or coffee to restore energy,Move them around aggressively to check for broken bones,Try to force them to stand up and walk around,Apply direct pressure with clean sterile dressings,D,Section 119,first_aid,medium,en
Q_0588,"In a motor accident on a highway, if a crash victim is in state of deep physical shock, the Good Samaritan should first:",Move them around aggressively to check for broken bones,Give them hot tea or coffee to restore energy,Try to force them to stand up and walk around,Apply direct pressure with clean sterile dressings,D,Section 180,first_aid,medium,en
Q_0589,"When you see the 'U-Turn Prohibited' warning sign, you must:",Stop the vehicle completely,Accelerate quickly to bypass the zone,Honk the horn continuously,Reduce speed and drive cautiously,D,Section 194,signs,medium,en
Q_0590,"AIIMS Trauma care protocols state that while moving an accident victim with suspected severe neck injury, you must:",Carry them over your shoulder immediately,Ask them to stand up and walk to test reflexes,Stabilize the affected area and avoid bending the spine/joints,Massage the area to restore blood flow,C,Section 185,first_aid,easy,en
Q_0591,What is the regulatory action required under Section 119 for the 'Steep Descent' sign?,Strict compliance is mandatory,It is only a recommendation,Applies only to heavy transport vehicles,Applies only during night time,A,Section 39,signs,medium,en
Q_0592,What should you do when approaching an intersection where the traffic signal shows a steady 'Green' light?,Accelerate as fast as possible to beat the light,Honk continuously to force others ahead,Stop right in the middle of the intersection,Proceed with speed if safe,D,Section 5,signals,hard,en
Q_0593,"If a traffic police officer signals you to 'stop the traffic from rear', but the automatic signal is green, what should you do?",Follow the police officer's hand signal,Take a U-turn immediately to avoid the intersection,Stop and dispute with the officer,Follow the automatic green light,A,Section 190(2),signals,medium,en
